Arch_ID,D1,D2,D3,W1,W2,W3,WMul1,WMul2,WMul3,Params,FLOPs
4368,5,5,11,256,448,896,16,14,14,178.562522,19906.4224
4369,5,5,11,256,448,1024,16,14,16,225.591514,22916.017152
4370,5,5,11,256,512,512,16,16,8,80.103898,14592.906752
4371,5,5,11,256,512,640,16,16,10,108.635354,16418.6592
4372,5,5,11,256,512,768,16,16,12,143.359962,18640.773376
4373,5,5,11,256,512,896,16,16,14,184.277722,21259.24928
4374,5,5,11,256,512,1024,16,16,16,231.388634,24274.086912
4375,5,7,4,128,256,512,8,8,8,27.192282,4570.551808
4376,5,7,4,128,256,640,8,8,10,36.813018,5186.132864
4377,5,7,4,128,256,768,8,8,12,48.498138,5933.834496
4378,5,7,4,128,256,896,8,8,14,62.247642,6813.656704
4379,5,7,4,128,256,1024,8,8,16,78.06153,7825.599488
4380,5,7,4,128,320,512,8,10,8,31.916762,5716.874752
4381,5,7,4,128,320,640,8,10,10,41.619418,6337.698688
4382,5,7,4,128,320,768,8,10,12,53.386458,7090.6432
4383,5,7,4,128,320,896,8,10,14,67.217882,7975.708288
4384,5,7,4,128,320,1024,8,10,16,83.11369,8992.893952
4385,5,7,4,128,384,512,8,12,8,37.599706,7108.56448
4386,5,7,4,128,384,640,8,12,10,47.384282,7734.631296
4387,5,7,4,128,384,768,8,12,12,59.233242,8492.818688
4388,5,7,4,128,384,896,8,12,14,73.146586,9383.126656
4389,5,7,4,128,384,1024,8,12,16,89.124314,10405.5552
4390,5,7,4,128,448,512,8,14,8,44.241114,8745.620992
4391,5,7,4,128,448,640,8,14,10,54.10761,9376.930688
4392,5,7,4,128,448,768,8,14,12,66.03849,10140.36096
4393,5,7,4,128,448,896,8,14,14,80.033754,11035.911808
4394,5,7,4,128,448,1024,8,14,16,96.093402,12063.583232
4395,5,7,4,128,512,512,8,16,8,51.840986,10628.044288
4396,5,7,4,128,512,640,8,16,10,61.789402,11264.596864
4397,5,7,4,128,512,768,8,16,12,73.802202,12033.270016
4398,5,7,4,128,512,896,8,16,14,87.879386,12934.063744
4399,5,7,4,128,512,1024,8,16,16,104.020954,13966.978048
4400,5,7,4,160,256,512,10,8,8,28.026458,5361.505792
4401,5,7,4,160,256,640,10,8,10,37.647194,5977.086848
4402,5,7,4,160,256,768,10,8,12,49.332314,6724.78848
4403,5,7,4,160,256,896,10,8,14,63.081818,7604.610688
4404,5,7,4,160,256,1024,10,8,16,78.895706,8616.553472
4405,5,7,4,160,320,512,10,10,8,32.771418,6513.071616
4406,5,7,4,160,320,640,10,10,10,42.474074,7133.895552
4407,5,7,4,160,320,768,10,10,12,54.241114,7886.840064
4408,5,7,4,160,320,896,10,10,14,68.072538,8771.905152
4409,5,7,4,160,320,1024,10,10,16,83.968346,9789.090816
4410,5,7,4,160,384,512,10,12,8,38.474842,7910.004224
4411,5,7,4,160,384,640,10,12,10,48.259418,8536.07104
4412,5,7,4,160,384,768,10,12,12,60.108378,9294.258432
4413,5,7,4,160,384,896,10,12,14,74.021722,10184.5664
4414,5,7,4,160,384,1024,10,12,16,89.99945,11206.994944
4415,5,7,4,160,448,512,10,14,8,45.13673,9552.303616
4416,5,7,4,160,448,640,10,14,10,55.003226,10183.613312
4417,5,7,4,160,448,768,10,14,12,66.934106,10947.043584
4418,5,7,4,160,448,896,10,14,14,80.92937,11842.594432
4419,5,7,4,160,448,1024,10,14,16,96.989018,12870.265856
4420,5,7,4,160,512,512,10,16,8,52.757082,11439.969792
4421,5,7,4,160,512,640,10,16,10,62.705498,12076.522368
4422,5,7,4,160,512,768,10,16,12,74.718298,12845.19552
4423,5,7,4,160,512,896,10,16,14,88.795482,13745.989248
4424,5,7,4,160,512,1024,10,16,16,104.93705,14778.903552
4425,5,7,4,192,256,512,12,8,8,29.026522,6322.329088
4426,5,7,4,192,256,640,12,8,10,38.647258,6937.910144
4427,5,7,4,192,256,768,12,8,12,50.332378,7685.611776
4428,5,7,4,192,256,896,12,8,14,64.081882,8565.433984
4429,5,7,4,192,256,1024,12,8,16,79.89577,9577.376768
4430,5,7,4,192,320,512,12,10,8,33.791962,7479.137792
4431,5,7,4,192,320,640,12,10,10,43.494618,8099.961728
4432,5,7,4,192,320,768,12,10,12,55.261658,8852.90624
4433,5,7,4,192,320,896,12,10,14,69.093082,9737.971328
4434,5,7,4,192,320,1024,12,10,16,84.98889,10755.156992
4435,5,7,4,192,384,512,12,12,8,39.515866,8881.31328
4436,5,7,4,192,384,640,12,12,10,49.300442,9507.380096
4437,5,7,4,192,384,768,12,12,12,61.149402,10265.567488
4438,5,7,4,192,384,896,12,12,14,75.062746,11155.875456
4439,5,7,4,192,384,1024,12,12,16,91.040474,12178.304
4440,5,7,4,192,448,512,12,14,8,46.198234,10528.855552
4441,5,7,4,192,448,640,12,14,10,56.06473,11160.165248
4442,5,7,4,192,448,768,12,14,12,67.99561,11923.59552
4443,5,7,4,192,448,896,12,14,14,81.990874,12819.146368
4444,5,7,4,192,448,1024,12,14,16,98.050522,13846.817792
4445,5,7,4,192,512,512,12,16,8,53.839066,12421.764608
4446,5,7,4,192,512,640,12,16,10,63.787482,13058.317184
4447,5,7,4,192,512,768,12,16,12,75.800282,13826.990336
4448,5,7,4,192,512,896,12,16,14,89.877466,14727.784064
4449,5,7,4,192,512,1024,12,16,16,106.019034,15760.698368
4450,5,7,4,224,256,512,14,8,8,30.192474,7453.021696
4451,5,7,4,224,256,640,14,8,10,39.81321,8068.602752
4452,5,7,4,224,256,768,14,8,12,51.49833,8816.304384
4453,5,7,4,224,256,896,14,8,14,65.247834,9696.126592
4454,5,7,4,224,256,1024,14,8,16,81.061722,10708.069376
4455,5,7,4,224,320,512,14,10,8,34.978394,8615.07328
4456,5,7,4,224,320,640,14,10,10,44.68105,9235.897216
4457,5,7,4,224,320,768,14,10,12,56.44809,9988.841728
4458,5,7,4,224,320,896,14,10,14,70.279514,10873.906816
4459,5,7,4,224,320,1024,14,10,16,86.175322,11891.09248
4460,5,7,4,224,384,512,14,12,8,40.722778,10022.491648
4461,5,7,4,224,384,640,14,12,10,50.507354,10648.558464
4462,5,7,4,224,384,768,14,12,12,62.356314,11406.745856
4463,5,7,4,224,384,896,14,12,14,76.269658,12297.053824
4464,5,7,4,224,384,1024,14,12,16,92.247386,13319.482368
4465,5,7,4,224,448,512,14,14,8,47.425626,11675.2768
4466,5,7,4,224,448,640,14,14,10,57.292122,12306.586496
4467,5,7,4,224,448,768,14,14,12,69.223002,13070.016768
4468,5,7,4,224,448,896,14,14,14,83.218266,13965.567616
4469,5,7,4,224,448,1024,14,14,16,99.277914,14993.23904
4470,5,7,4,224,512,512,14,16,8,55.086938,13573.428736
4471,5,7,4,224,512,640,14,16,10,65.035354,14209.981312
4472,5,7,4,224,512,768,14,16,12,77.048154,14978.654464
4473,5,7,4,224,512,896,14,16,14,91.125338,15879.448192
4474,5,7,4,224,512,1024,14,16,16,107.266906,16912.362496
4475,5,7,4,256,256,512,16,8,8,31.524314,8753.583616
4476,5,7,4,256,256,640,16,8,10,41.14505,9369.164672
4477,5,7,4,256,256,768,16,8,12,52.83017,10116.866304
4478,5,7,4,256,256,896,16,8,14,66.579674,10996.688512
4479,5,7,4,256,256,1024,16,8,16,82.393562,12008.631296
4480,5,7,4,256,320,512,16,10,8,36.330714,9920.87808
4481,5,7,4,256,320,640,16,10,10,46.03337,10541.702016
4482,5,7,4,256,320,768,16,10,12,57.80041,11294.646528
4483,5,7,4,256,320,896,16,10,14,71.631834,12179.711616
4484,5,7,4,256,320,1024,16,10,16,87.527642,13196.89728
4485,5,7,4,256,384,512,16,12,8,42.095578,11333.539328
4486,5,7,4,256,384,640,16,12,10,51.880154,11959.606144
4487,5,7,4,256,384,768,16,12,12,63.729114,12717.793536
4488,5,7,4,256,384,896,16,12,14,77.642458,13608.101504
4489,5,7,4,256,384,1024,16,12,16,93.620186,14630.530048
4490,5,7,4,256,448,512,16,14,8,48.818906,12991.56736
4491,5,7,4,256,448,640,16,14,10,58.685402,13622.877056
4492,5,7,4,256,448,768,16,14,12,70.616282,14386.307328
4493,5,7,4,256,448,896,16,14,14,84.611546,15281.858176
4494,5,7,4,256,448,1024,16,14,16,100.671194,16309.5296
4495,5,7,4,256,512,512,16,16,8,56.500698,14894.962176
4496,5,7,4,256,512,640,16,16,10,66.449114,15531.514752
4497,5,7,4,256,512,768,16,16,12,78.461914,16300.187904
4498,5,7,4,256,512,896,16,16,14,92.539098,17200.981632
4499,5,7,4,256,512,1024,16,16,16,108.680666,18233.895936
4500,5,7,5,128,256,512,8,8,8,31.912922,4872.607232
4501,5,7,5,128,256,640,8,8,10,44.188378,5658.073984
4502,5,7,5,128,256,768,8,8,12,59.118042,6613.410048
4503,5,7,5,128,256,896,8,8,14,76.701914,7738.615424
4504,5,7,5,128,256,1024,8,8,16,96.939994,9033.690112
4505,5,7,5,128,320,512,8,10,8,36.637402,6018.930176
4506,5,7,5,128,320,640,8,10,10,48.994778,6809.639808
4507,5,7,5,128,320,768,8,10,12,64.006362,7770.218752
4508,5,7,5,128,320,896,8,10,14,81.672154,8900.667008
4509,5,7,5,128,320,1024,8,10,16,101.992154,10200.984576
4510,5,7,5,128,384,512,8,12,8,42.320346,7410.619904
4511,5,7,5,128,384,640,8,12,10,54.759642,8206.572416
4512,5,7,5,128,384,768,8,12,12,69.853146,9172.39424
4513,5,7,5,128,384,896,8,12,14,87.600858,10308.085376
4514,5,7,5,128,384,1024,8,12,16,108.002778,11613.645824
4515,5,7,5,128,448,512,8,14,8,48.961754,9047.676416
4516,5,7,5,128,448,640,8,14,10,61.48297,9848.871808
4517,5,7,5,128,448,768,8,14,12,76.658394,10819.936512
4518,5,7,5,128,448,896,8,14,14,94.488026,11960.870528
4519,5,7,5,128,448,1024,8,14,16,114.971866,13271.673856
4520,5,7,5,128,512,512,8,16,8,56.561626,10930.099712
4521,5,7,5,128,512,640,8,16,10,69.164762,11736.537984
4522,5,7,5,128,512,768,8,16,12,84.422106,12712.845568
4523,5,7,5,128,512,896,8,16,14,102.333658,13859.022464
4524,5,7,5,128,512,1024,8,16,16,122.899418,15175.068672
4525,5,7,5,160,256,512,10,8,8,32.747098,5663.561216
4526,5,7,5,160,256,640,10,8,10,45.022554,6449.027968
4527,5,7,5,160,256,768,10,8,12,59.952218,7404.364032
4528,5,7,5,160,256,896,10,8,14,77.53609,8529.569408
4529,5,7,5,160,256,1024,10,8,16,97.77417,9824.644096
4530,5,7,5,160,320,512,10,10,8,37.492058,6815.12704
4531,5,7,5,160,320,640,10,10,10,49.849434,7605.836672
4532,5,7,5,160,320,768,10,10,12,64.861018,8566.415616
4533,5,7,5,160,320,896,10,10,14,82.52681,9696.863872
4534,5,7,5,160,320,1024,10,10,16,102.84681,10997.18144
4535,5,7,5,160,384,512,10,12,8,43.195482,8212.059648
4536,5,7,5,160,384,640,10,12,10,55.634778,9008.01216
4537,5,7,5,160,384,768,10,12,12,70.728282,9973.833984
4538,5,7,5,160,384,896,10,12,14,88.475994,11109.52512
4539,5,7,5,160,384,1024,10,12,16,108.877914,12415.085568
4540,5,7,5,160,448,512,10,14,8,49.85737,9854.35904
4541,5,7,5,160,448,640,10,14,10,62.378586,10655.554432
4542,5,7,5,160,448,768,10,14,12,77.55401,11626.619136
4543,5,7,5,160,448,896,10,14,14,95.383642,12767.553152
4544,5,7,5,160,448,1024,10,14,16,115.867482,14078.35648
4545,5,7,5,160,512,512,10,16,8,57.477722,11742.025216
4546,5,7,5,160,512,640,10,16,10,70.080858,12548.463488
4547,5,7,5,160,512,768,10,16,12,85.338202,13524.771072
4548,5,7,5,160,512,896,10,16,14,103.249754,14670.947968
4549,5,7,5,160,512,1024,10,16,16,123.815514,15986.994176
4550,5,7,5,192,256,512,12,8,8,33.747162,6624.384512
4551,5,7,5,192,256,640,12,8,10,46.022618,7409.851264
4552,5,7,5,192,256,768,12,8,12,60.952282,8365.187328
4553,5,7,5,192,256,896,12,8,14,78.536154,9490.392704
4554,5,7,5,192,256,1024,12,8,16,98.774234,10785.467392
4555,5,7,5,192,320,512,12,10,8,38.512602,7781.193216
4556,5,7,5,192,320,640,12,10,10,50.869978,8571.902848
4557,5,7,5,192,320,768,12,10,12,65.881562,9532.481792
4558,5,7,5,192,320,896,12,10,14,83.547354,10662.930048
4559,5,7,5,192,320,1024,12,10,16,103.867354,11963.247616
4560,5,7,5,192,384,512,12,12,8,44.236506,9183.368704
4561,5,7,5,192,384,640,12,12,10,56.675802,9979.321216
4562,5,7,5,192,384,768,12,12,12,71.769306,10945.14304
4563,5,7,5,192,384,896,12,12,14,89.517018,12080.834176
4564,5,7,5,192,384,1024,12,12,16,109.918938,13386.394624
4565,5,7,5,192,448,512,12,14,8,50.918874,10830.910976
4566,5,7,5,192,448,640,12,14,10,63.44009,11632.106368
4567,5,7,5,192,448,768,12,14,12,78.615514,12603.171072
4568,5,7,5,192,448,896,12,14,14,96.445146,13744.105088
4569,5,7,5,192,448,1024,12,14,16,116.928986,15054.908416
4570,5,7,5,192,512,512,12,16,8,58.559706,12723.820032
4571,5,7,5,192,512,640,12,16,10,71.162842,13530.258304
4572,5,7,5,192,512,768,12,16,12,86.420186,14506.565888
4573,5,7,5,192,512,896,12,16,14,104.331738,15652.742784
4574,5,7,5,192,512,1024,12,16,16,124.897498,16968.788992
4575,5,7,5,224,256,512,14,8,8,34.913114,7755.07712
4576,5,7,5,224,256,640,14,8,10,47.18857,8540.543872
4577,5,7,5,224,256,768,14,8,12,62.118234,9495.879936
4578,5,7,5,224,256,896,14,8,14,79.702106,10621.085312
4579,5,7,5,224,256,1024,14,8,16,99.940186,11916.16
4580,5,7,5,224,320,512,14,10,8,39.699034,8917.128704
4581,5,7,5,224,320,640,14,10,10,52.05641,9707.838336
4582,5,7,5,224,320,768,14,10,12,67.067994,10668.41728
4583,5,7,5,224,320,896,14,10,14,84.733786,11798.865536
4584,5,7,5,224,320,1024,14,10,16,105.053786,13099.183104
4585,5,7,5,224,384,512,14,12,8,45.443418,10324.547072
4586,5,7,5,224,384,640,14,12,10,57.882714,11120.499584
4587,5,7,5,224,384,768,14,12,12,72.976218,12086.321408
4588,5,7,5,224,384,896,14,12,14,90.72393,13222.012544
4589,5,7,5,224,384,1024,14,12,16,111.12585,14527.572992
4590,5,7,5,224,448,512,14,14,8,52.146266,11977.332224
4591,5,7,5,224,448,640,14,14,10,64.667482,12778.527616
4592,5,7,5,224,448,768,14,14,12,79.842906,13749.59232
4593,5,7,5,224,448,896,14,14,14,97.672538,14890.526336
4594,5,7,5,224,448,1024,14,14,16,118.156378,16201.329664
4595,5,7,5,224,512,512,14,16,8,59.807578,13875.48416
4596,5,7,5,224,512,640,14,16,10,72.410714,14681.922432
4597,5,7,5,224,512,768,14,16,12,87.668058,15658.230016
4598,5,7,5,224,512,896,14,16,14,105.57961,16804.406912
4599,5,7,5,224,512,1024,14,16,16,126.14537,18120.45312
4600,5,7,5,256,256,512,16,8,8,36.244954,9055.63904
4601,5,7,5,256,256,640,16,8,10,48.52041,9841.105792
4602,5,7,5,256,256,768,16,8,12,63.450074,10796.441856
4603,5,7,5,256,256,896,16,8,14,81.033946,11921.647232
4604,5,7,5,256,256,1024,16,8,16,101.272026,13216.72192
4605,5,7,5,256,320,512,16,10,8,41.051354,10222.933504
4606,5,7,5,256,320,640,16,10,10,53.40873,11013.643136
4607,5,7,5,256,320,768,16,10,12,68.420314,11974.22208
4608,5,7,5,256,320,896,16,10,14,86.086106,13104.670336
4609,5,7,5,256,320,1024,16,10,16,106.406106,14404.987904
4610,5,7,5,256,384,512,16,12,8,46.816218,11635.594752
4611,5,7,5,256,384,640,16,12,10,59.255514,12431.547264
4612,5,7,5,256,384,768,16,12,12,74.349018,13397.369088
4613,5,7,5,256,384,896,16,12,14,92.09673,14533.060224
4614,5,7,5,256,384,1024,16,12,16,112.49865,15838.620672
4615,5,7,5,256,448,512,16,14,8,53.539546,13293.622784
4616,5,7,5,256,448,640,16,14,10,66.060762,14094.818176
4617,5,7,5,256,448,768,16,14,12,81.236186,15065.88288
4618,5,7,5,256,448,896,16,14,14,99.065818,16206.816896
4619,5,7,5,256,448,1024,16,14,16,119.549658,17517.620224
4620,5,7,5,256,512,512,16,16,8,61.221338,15197.0176
4621,5,7,5,256,512,640,16,16,10,73.824474,16003.455872
4622,5,7,5,256,512,768,16,16,12,89.081818,16979.763456
4623,5,7,5,256,512,896,16,16,14,106.99337,18125.940352
4624,5,7,5,256,512,1024,16,16,16,127.55913,19441.98656
4625,5,7,7,128,256,512,8,8,8,41.354202,5476.71808
4626,5,7,7,128,256,640,8,8,10,58.939098,6601.956224
4627,5,7,7,128,256,768,8,8,12,80.35785,7972.561152
4628,5,7,7,128,256,896,8,8,14,105.610458,9588.532864
4629,5,7,7,128,256,1024,8,8,16,134.696922,11449.87136
4630,5,7,7,128,320,512,8,10,8,46.078682,6623.041024
4631,5,7,7,128,320,640,8,10,10,63.745498,7753.522048
4632,5,7,7,128,320,768,8,10,12,85.24617,9129.369856
4633,5,7,7,128,320,896,8,10,14,110.580698,10750.584448
4634,5,7,7,128,320,1024,8,10,16,139.749082,12617.165824
4635,5,7,7,128,384,512,8,12,8,51.761626,8014.730752
4636,5,7,7,128,384,640,8,12,10,69.510362,9150.454656
4637,5,7,7,128,384,768,8,12,12,91.092954,10531.545344
4638,5,7,7,128,384,896,8,12,14,116.509402,12158.002816
4639,5,7,7,128,384,1024,8,12,16,145.759706,14029.827072
4640,5,7,7,128,448,512,8,14,8,58.403034,9651.787264
4641,5,7,7,128,448,640,8,14,10,76.23369,10792.754048
4642,5,7,7,128,448,768,8,14,12,97.898202,12179.087616
4643,5,7,7,128,448,896,8,14,14,123.39657,13810.787968
4644,5,7,7,128,448,1024,8,14,16,152.728794,15687.855104
4645,5,7,7,128,512,512,8,16,8,66.002906,11534.21056
4646,5,7,7,128,512,640,8,16,10,83.915482,12680.420224
4647,5,7,7,128,512,768,8,16,12,105.661914,14071.996672
4648,5,7,7,128,512,896,8,16,14,131.242202,15708.939904
4649,5,7,7,128,512,1024,8,16,16,160.656346,17591.24992
4650,5,7,7,160,256,512,10,8,8,42.188378,6267.672064
4651,5,7,7,160,256,640,10,8,10,59.773274,7392.910208
4652,5,7,7,160,256,768,10,8,12,81.192026,8763.515136
4653,5,7,7,160,256,896,10,8,14,106.444634,10379.486848
4654,5,7,7,160,256,1024,10,8,16,135.531098,12240.825344
4655,5,7,7,160,320,512,10,10,8,46.933338,7419.237888
4656,5,7,7,160,320,640,10,10,10,64.600154,8549.718912
4657,5,7,7,160,320,768,10,10,12,86.100826,9925.56672
4658,5,7,7,160,320,896,10,10,14,111.435354,11546.781312
4659,5,7,7,160,320,1024,10,10,16,140.603738,13413.362688
4660,5,7,7,160,384,512,10,12,8,52.636762,8816.170496
4661,5,7,7,160,384,640,10,12,10,70.385498,9951.8944
4662,5,7,7,160,384,768,10,12,12,91.96809,11332.985088
4663,5,7,7,160,384,896,10,12,14,117.384538,12959.44256
4664,5,7,7,160,384,1024,10,12,16,146.634842,14831.266816
4665,5,7,7,160,448,512,10,14,8,59.29865,10458.469888
4666,5,7,7,160,448,640,10,14,10,77.129306,11599.436672
4667,5,7,7,160,448,768,10,14,12,98.793818,12985.77024
4668,5,7,7,160,448,896,10,14,14,124.292186,14617.470592
4669,5,7,7,160,448,1024,10,14,16,153.62441,16494.537728
4670,5,7,7,160,512,512,10,16,8,66.919002,12346.136064
4671,5,7,7,160,512,640,10,16,10,84.831578,13492.345728
4672,5,7,7,160,512,768,10,16,12,106.57801,14883.922176
4673,5,7,7,160,512,896,10,16,14,132.158298,16520.865408
4674,5,7,7,160,512,1024,10,16,16,161.572442,18403.175424
4675,5,7,7,192,256,512,12,8,8,43.188442,7228.49536
4676,5,7,7,192,256,640,12,8,10,60.773338,8353.733504
4677,5,7,7,192,256,768,12,8,12,82.19209,9724.338432
4678,5,7,7,192,256,896,12,8,14,107.444698,11340.310144
4679,5,7,7,192,256,1024,12,8,16,136.531162,13201.64864
4680,5,7,7,192,320,512,12,10,8,47.953882,8385.304064
4681,5,7,7,192,320,640,12,10,10,65.620698,9515.785088
4682,5,7,7,192,320,768,12,10,12,87.12137,10891.632896
4683,5,7,7,192,320,896,12,10,14,112.455898,12512.847488
4684,5,7,7,192,320,1024,12,10,16,141.624282,14379.428864
4685,5,7,7,192,384,512,12,12,8,53.677786,9787.479552
4686,5,7,7,192,384,640,12,12,10,71.426522,10923.203456
4687,5,7,7,192,384,768,12,12,12,93.009114,12304.294144
4688,5,7,7,192,384,896,12,12,14,118.425562,13930.751616
4689,5,7,7,192,384,1024,12,12,16,147.675866,15802.575872
4690,5,7,7,192,448,512,12,14,8,60.360154,11435.021824
4691,5,7,7,192,448,640,12,14,10,78.19081,12575.988608
4692,5,7,7,192,448,768,12,14,12,99.855322,13962.322176
4693,5,7,7,192,448,896,12,14,14,125.35369,15594.022528
4694,5,7,7,192,448,1024,12,14,16,154.685914,17471.089664
4695,5,7,7,192,512,512,12,16,8,68.000986,13327.93088
4696,5,7,7,192,512,640,12,16,10,85.913562,14474.140544
4697,5,7,7,192,512,768,12,16,12,107.659994,15865.716992
4698,5,7,7,192,512,896,12,16,14,133.240282,17502.660224
4699,5,7,7,192,512,1024,12,16,16,162.654426,19384.97024
4700,5,7,7,224,256,512,14,8,8,44.354394,8359.187968
4701,5,7,7,224,256,640,14,8,10,61.93929,9484.426112
4702,5,7,7,224,256,768,14,8,12,83.358042,10855.03104
4703,5,7,7,224,256,896,14,8,14,108.61065,12471.002752
4704,5,7,7,224,256,1024,14,8,16,137.697114,14332.341248
4705,5,7,7,224,320,512,14,10,8,49.140314,9521.239552
4706,5,7,7,224,320,640,14,10,10,66.80713,10651.720576
4707,5,7,7,224,320,768,14,10,12,88.307802,12027.568384
4708,5,7,7,224,320,896,14,10,14,113.64233,13648.782976
4709,5,7,7,224,320,1024,14,10,16,142.810714,15515.364352
4710,5,7,7,224,384,512,14,12,8,54.884698,10928.65792
4711,5,7,7,224,384,640,14,12,10,72.633434,12064.381824
4712,5,7,7,224,384,768,14,12,12,94.216026,13445.472512
4713,5,7,7,224,384,896,14,12,14,119.632474,15071.929984
4714,5,7,7,224,384,1024,14,12,16,148.882778,16943.75424
4715,5,7,7,224,448,512,14,14,8,61.587546,12581.443072
4716,5,7,7,224,448,640,14,14,10,79.418202,13722.409856
4717,5,7,7,224,448,768,14,14,12,101.082714,15108.743424
4718,5,7,7,224,448,896,14,14,14,126.581082,16740.443776
4719,5,7,7,224,448,1024,14,14,16,155.913306,18617.510912
4720,5,7,7,224,512,512,14,16,8,69.248858,14479.595008
4721,5,7,7,224,512,640,14,16,10,87.161434,15625.804672
4722,5,7,7,224,512,768,14,16,12,108.907866,17017.38112
4723,5,7,7,224,512,896,14,16,14,134.488154,18654.324352
4724,5,7,7,224,512,1024,14,16,16,163.902298,20536.634368
4725,5,7,7,256,256,512,16,8,8,45.686234,9659.749888
4726,5,7,7,256,256,640,16,8,10,63.27113,10784.988032
4727,5,7,7,256,256,768,16,8,12,84.689882,12155.59296
4728,5,7,7,256,256,896,16,8,14,109.94249,13771.564672
4729,5,7,7,256,256,1024,16,8,16,139.028954,15632.903168
4730,5,7,7,256,320,512,16,10,8,50.492634,10827.044352
4731,5,7,7,256,320,640,16,10,10,68.15945,11957.525376
4732,5,7,7,256,320,768,16,10,12,89.660122,13333.373184
4733,5,7,7,256,320,896,16,10,14,114.99465,14954.587776
4734,5,7,7,256,320,1024,16,10,16,144.163034,16821.169152
4735,5,7,7,256,384,512,16,12,8,56.257498,12239.7056
4736,5,7,7,256,384,640,16,12,10,74.006234,13375.429504
4737,5,7,7,256,384,768,16,12,12,95.588826,14756.520192
4738,5,7,7,256,384,896,16,12,14,121.005274,16382.977664
4739,5,7,7,256,384,1024,16,12,16,150.255578,18254.80192
4740,5,7,7,256,448,512,16,14,8,62.980826,13897.733632
4741,5,7,7,256,448,640,16,14,10,80.811482,15038.700416
4742,5,7,7,256,448,768,16,14,12,102.475994,16425.033984
4743,5,7,7,256,448,896,16,14,14,127.974362,18056.734336
4744,5,7,7,256,448,1024,16,14,16,157.306586,19933.801472
4745,5,7,7,256,512,512,16,16,8,70.662618,15801.128448
4746,5,7,7,256,512,640,16,16,10,88.575194,16947.338112
4747,5,7,7,256,512,768,16,16,12,110.321626,18338.91456
4748,5,7,7,256,512,896,16,16,14,135.901914,19975.857792
4749,5,7,7,256,512,1024,16,16,16,165.316058,21858.167808
4750,5,7,9,128,256,512,8,8,8,50.795482,6080.828928
4751,5,7,9,128,256,640,8,8,10,73.689818,7545.838464
4752,5,7,9,128,256,768,8,8,12,101.597658,9331.712256
4753,5,7,9,128,256,896,8,8,14,134.519002,11438.450304
4754,5,7,9,128,256,1024,8,8,16,172.45385,13866.052608
4755,5,7,9,128,320,512,8,10,8,55.519962,7227.151872
4756,5,7,9,128,320,640,8,10,10,78.496218,8697.404288
4757,5,7,9,128,320,768,8,10,12,106.485978,10488.52096
4758,5,7,9,128,320,896,8,10,14,139.489242,12600.501888
4759,5,7,9,128,320,1024,8,10,16,177.50601,15033.347072
4760,5,7,9,128,384,512,8,12,8,61.202906,8618.8416
4761,5,7,9,128,384,640,8,12,10,84.261082,10094.336896
4762,5,7,9,128,384,768,8,12,12,112.332762,11890.696448
4763,5,7,9,128,384,896,8,12,14,145.417946,14007.920256
4764,5,7,9,128,384,1024,8,12,16,183.516634,16446.00832
4765,5,7,9,128,448,512,8,14,8,67.844314,10255.898112
4766,5,7,9,128,448,640,8,14,10,90.98441,11736.636288
4767,5,7,9,128,448,768,8,14,12,119.13801,13538.23872
4768,5,7,9,128,448,896,8,14,14,152.305114,15660.705408
4769,5,7,9,128,448,1024,8,14,16,190.485722,18104.036352
4770,5,7,9,128,512,512,8,16,8,75.444186,12138.321408
4771,5,7,9,128,512,640,8,16,10,98.666202,13624.302464
4772,5,7,9,128,512,768,8,16,12,126.901722,15431.147776
4773,5,7,9,128,512,896,8,16,14,160.150746,17558.857344
4774,5,7,9,128,512,1024,8,16,16,198.413274,20007.431168
4775,5,7,9,160,256,512,10,8,8,51.629658,6871.782912
4776,5,7,9,160,256,640,10,8,10,74.523994,8336.792448
4777,5,7,9,160,256,768,10,8,12,102.431834,10122.66624
4778,5,7,9,160,256,896,10,8,14,135.353178,12229.404288
4779,5,7,9,160,256,1024,10,8,16,173.288026,14657.006592
4780,5,7,9,160,320,512,10,10,8,56.374618,8023.348736
4781,5,7,9,160,320,640,10,10,10,79.350874,9493.601152
4782,5,7,9,160,320,768,10,10,12,107.340634,11284.717824
4783,5,7,9,160,320,896,10,10,14,140.343898,13396.698752
4784,5,7,9,160,320,1024,10,10,16,178.360666,15829.543936
4785,5,7,9,160,384,512,10,12,8,62.078042,9420.281344
4786,5,7,9,160,384,640,10,12,10,85.136218,10895.77664
4787,5,7,9,160,384,768,10,12,12,113.207898,12692.136192
4788,5,7,9,160,384,896,10,12,14,146.293082,14809.36
4789,5,7,9,160,384,1024,10,12,16,184.39177,17247.448064
4790,5,7,9,160,448,512,10,14,8,68.73993,11062.580736
4791,5,7,9,160,448,640,10,14,10,91.880026,12543.318912
4792,5,7,9,160,448,768,10,14,12,120.033626,14344.921344
4793,5,7,9,160,448,896,10,14,14,153.20073,16467.388032
4794,5,7,9,160,448,1024,10,14,16,191.381338,18910.718976
4795,5,7,9,160,512,512,10,16,8,76.360282,12950.246912
4796,5,7,9,160,512,640,10,16,10,99.582298,14436.227968
4797,5,7,9,160,512,768,10,16,12,127.817818,16243.07328
4798,5,7,9,160,512,896,10,16,14,161.066842,18370.782848
4799,5,7,9,160,512,1024,10,16,16,199.32937,20819.356672
4800,5,7,9,192,256,512,12,8,8,52.629722,7832.606208
